SPDR¨ S&P 500¨ ETF Trust
SPY
As of 26-Nov-2025

Ticker
NVDA
AAPL
MSFT
AMZN
AVGO
GOOGL
GOOG
META
TSLA
BRK.B
LLY
JPM
V
JNJ
XOM
WMT
NFLX
MA
COST
ABBV
PLTR
BAC
HD
AMD
PG
ORCL
GE
CSCO
UNH
CVX
IBM
KO
WFC
CAT
MRK
MU
GS
-
PM
RTX
TMO
ABT
MCD
CRM
ISRG
MS
PEP
AMAT
AXP
LRCX
LIN
C
DIS
AMGN
T
UBER
QCOM
NEE
INTU
VZ
TJX
APH
NOW
INTC
GEV
BKNG
APP
GILD
SCHW
SPGI
ACN
KLAC
TXN
BLK
BSX
PFE
DHR
BA
COF
WELL
UNP
LOW
ADBE
MDT
PGR
ETN
ANET
SYK
ADI
CRWD
PANW
HON
PLD
DE
CEG
VRTX
CB
PH
MCK
COP
BX
ADP
CME
CVS
BMY
TMUS
NEM
SO
HOOD
MO
SBUX
CMCSA
DUK
TT
LMT
MMM
MMC
ICE
ORLY
GD
AMT
HCA
CDNS
KKR
HWM
WM
REGN
SHW
BK
NKE
TDG
NOC
ELV
USB
JCI
AON
SNPS
PNC
MCO
CI
MDLZ
EMR
WMB
EQIX
DASH
COR
UPS
ECL
GM
MAR
PWR
CMI
HLT
RCL
AZO
TEL
TRV
ITW
CSX
AEP
GLW
NSC
CL
ADSK
AJG
CTAS
MSI
SRE
SPG
FCX
IDXX
APO
COIN
FDX
TFC
WBD
PYPL
MPC
ROST
EOG
STX
APD
ZTS
ALL
VST
BDX
PCAR
WDC
PSX
VLO
D
MNST
AFL
SLB
KMI
URI
FTNT
O
LHX
F
DDOG
DLR
EW
CAH
ABNB
NXPI
BKR
ROP
XEL
CBRE
EXC
WDAY
FAST
CMG
AME
EA
CTVA
OKE
ROK
MPWR
RSG
A
CARR
DHI
MSCI
PSA
FICO
ETR
AMP
YUM
MET
TTWO
AIG
AXON
GWW
DAL
PEG
TGT
NDAQ
KR
DELL
IQV
CCI
VMC
HIG
PRU
CTSH
EBAY
MLM
KDP
RMD
TRGP
GEHC
EQT
NUE
VTR
PAYX
SYY
WEC
ED
KMB
XYZ
WAB
PCG
ACGL
OTIS
XYL
CPRT
FIS
KEYS
STT
FISV
KVUE
UAL
NRG
GRMN
WTW
VRSK
VICI
MTD
EXPE
OXY
MTB
SNDK
HUM
FSLR
ADM
TSCO
IR
AEE
CSGP
LEN
FITB
SYF
IBKR
DTE
TER
EXR
MCHP
EXE
HPE
FANG
ATO
HSY
RJF
CCL
EME
PPL
CBOE
BIIB
BR
CINF
STE
EFX
CNP
AVB
HBAN
AWK
IRM
DOV
VLTO
GIS
PHM
NTRS
ODFL
ES
FE
DXCM
LDOS
WAT
DG
ULTA
BRO
TDY
CFG
WRB
OMC
STLD
TPR
DVN
PODD
EL
HUBB
EIX
RF
CMS
K
PPG
HPQ
WSM
TROW
LH
JBL
HAL
NTAP
NVR
KHC
EQR
DGX
VRSN
DLTR
DRI
SBAC
LVS
IP
CPAY
NI
PTC
LYV
CHD
CTRA
TYL
ON
EXPD
WST
LULU
AMCR
ZBH
TRMB
STZ
CHRW
CDW
SW
CHTR
LUV
L
CNC
PKG
GPC
GPN
IFF
ROL
LNT
FTV
EVRG
SNA
TTD
GDDY
INCY
IT
PNR
KEY
PFG
MKC
ESS
APTV
DOW
Q
TSN
TPL
HOLX
DD
SMCI
J
BBY
LII
MAA
WY
INVH
COO
ALB
TXT
GEN
RL
ALLE
KIM
FFIV
UHS
FOXA
AVY
BALL
BG
MAS
TKO
CLX
EG
IEX
JBHT
DPZ
DECK
ZBRA
DOC
CF
JKHY
AKAM
NDSN
SOLV
LYB
BLDR
HII
VTRS
RVTY
REG
AIZ
CPT
HST
SWK
SJM
DAY
HAS
UDR
PNW
WYNN
GL
IVZ
BXP
FDS
TECH
EPAM
AES
ALGN
NWSA
BAX
SWKS
APA
CRL
GNRC
CAG
MRNA
FOX
ARE
LW
NCLH
PAYC
MOH
TAP
POOL
MTCH
LKQ
FRT
MOS
HSIC
AOS
ERIE
SOLS
MGM
BEN
HRL
MHK
CPB
BF.B
PSKY
DVA
NWS



















































































